Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
2099.2750,15.5600,38.5900,24.5400,239.8196,0.2010,78.3034,87.6161,87.0883,61.1589,88.3945,86.6118,90.4935,24.2777,24.2794,21.6645,22.4379,25.9844,20.4539,25.0742
2099.5800,15.5600,38.5900,24.5400,239.8735,0.2001,76.3332,85.9150,81.5100,57.8909,83.3863,83.9107,86.9124,24.7440,24.6614,22.3701,22.8657,26.4004,21.1383,25.9493
2099.8850,15.5600,38.5900,24.5400,239.9275,0.2010,74.3444,79.0683,77.8317,58.3010,83.3863,80.6531,79.0768,25.7303,24.5100,22.7396,23.7948,26.5673,21.5848,26.1887
2100.1900,15.5600,38.5900,24.5400,239.9815,0.2000,70.7619,79.7171,77.2091,55.3201,72.4181,73.5077,73.7472,27.5542,24.5786,22.9926,24.2100,26.9074,22.1689,26.6179
2100.4940,15.5600,38.5900,24.5400,239.9338,0.2008,61.8035,70.7619,73.3343,54.0817,71.7732,68.1197,71.3400,27.5542,24.2124,22.6716,24.8529,27.0806,22.7268,26.7903
2100.7990,15.5600,38.5900,24.5400,239.8743,0.2000,56.9784,66.4837,65.0981,50.7364,69.0060,65.3771,68.0064,27.5542,24.3603,23.3104,25.3885,26.9074,23.4329,26.9649
2101.1030,15.5600,38.5900,24.5400,239.8150,0.2000,51.8702,62.6869,62.3092,46.3134,64.9211,63.3704,64.9666,27.4483,24.1324,23.9219,25.0837,27.3364,23.6406,27.3206
2101.4080,15.5600,38.5900,24.5400,239.8288,0.2000,48.7046,59.2946,63.7159,46.8982,62.1572,61.0677,61.3071,28.2437,23.7788,24.1369,25.8594,27.3364,23.6406,27.5851
2101.7130,15.5600,38.5900,24.5400,239.8889,0.2000,45.6332,57.3178,58.9374,46.6306,59.5419,58.8476,60.0750,28.6584,23.6376,23.9219,26.0937,27.5150,23.5792,27.6855
2102.0170,15.5600,38.5900,24.5400,239.9488,0.2000,42.6882,54.1535,55.5168,44.1105,59.5419,57.2118,59.1825,28.3556,23.6376,23.9974,26.4228,27.4336,23.4329,27.7698
2102.3220,15.5600,38.5900,24.5400,239.9764,0.2000,40.8879,50.9873,56.2354,44.1105,57.6145,55.2549,57.2667,27.8405,23.6376,25.0079,26.5139,27.2560,23.3003,27.9569
2102.6270,15.5600,38.5900,24.5400,239.9383,0.2000,38.8440,48.4088,53.4654,41.8876,56.8640,55.2549,56.5207,28.3556,23.0885,24.7778,26.0201,27.4336,23.0394,28.3385
2102.9310,15.5600,38.5900,24.5400,239.9003,0.1991,36.8459,44.4420,51.8946,42.1043,55.7412,54.5217,56.1218,29.2035,22.8231,24.2008,26.8533,27.2560,22.7268,28.3385
2103.2360,15.5600,38.5900,24.5400,239.8617,0.2000,34.3482,40.5040,49.5202,42.5889,54.3512,52.8006,55.0846,28.8702,22.8829,24.0606,27.1055,26.8138,22.8532,28.1465
2103.5410,15.5600,38.5900,24.5400,239.8141,0.1990,32.3820,36.5323,47.5870,40.2695,53.3824,51.1251,54.0231,28.7735,22.8231,24.5650,26.9316,26.7363,22.8532,28.3385
2103.8470,15.5600,38.5900,24.5400,239.7664,0.2000,28.6645,31.1953,44.1742,38.9931,53.3824,51.7707,52.7077,28.3556,22.2411,24.4207,27.0262,26.8138,22.7268,28.0600
2104.1520,15.5600,38.5900,24.5400,239.7189,0.1997,25.3114,26.5940,40.6416,39.8350,49.9804,48.6935,50.5778,28.9870,21.9274,23.9974,26.5139,25.9114,22.8532,27.9569
2104.4560,15.5600,38.5900,24.5400,239.7821,0.2000,21.9639,22.1992,36.9410,39.2192,51.4875,49.2798,52.0732,29.0850,21.8723,23.5150,27.3784,26.0725,22.7268,27.5851
2104.7610,15.5600,38.5900,24.5400,239.8780,0.1995,18.6722,18.0918,32.4334,39.2192,51.4875,48.1206,49.9924,28.1511,21.5150,23.5758,27.2815,25.5951,22.6018,27.5851
2105.0650,15.5600,38.5900,24.5400,239.9736,0.2000,15.8568,14.4172,29.6033,38.4023,49.7203,47.0137,49.6787,28.2437,21.1688,24.2780,26.9316,25.2860,22.6018,27.1416
2105.3700,15.5600,38.5900,24.5400,240.0064,0.2000,13.4137,11.4696,25.2282,36.8645,47.5412,46.2396,49.9924,28.5631,20.8833,23.3822,26.5903,25.3556,22.4111,26.6960
2105.6750,15.5600,38.5900,24.5400,239.9729,0.1992,10.9436,9.1383,22.1300,38.1853,47.2584,43.7591,48.8606,28.4496,20.7732,23.2509,26.8533,24.6890,22.3557,26.4477
2105.9800,15.5600,38.5900,24.5400,239.9395,0.1991,9.0362,7.2381,18.4752,36.4987,46.2493,41.7201,47.2542,28.3556,20.6149,23.1211,27.0262,24.4006,22.1146,26.1134
2106.2840,15.5600,38.5900,24.5400,239.9069,0.2000,7.4304,5.7675,15.7897,35.9471,45.2816,40.2907,45.7480,27.1697,20.0881,23.2509,27.0262,23.9799,21.8785,25.6996
2106.5880,15.5600,38.5900,24.5400,239.8771,0.1999,6.1183,4.6676,13.1287,33.9517,43.0273,38.3838,44.7951,27.3606,19.6310,22.5478,26.4228,24.1821,21.6471,25.3123
2106.8940,15.5600,38.5900,24.5400,239.8471,0.2000,5.0572,3.8361,11.1334,34.4447,42.1858,35.5030,43.1980,27.7504,19.4889,22.1300,26.7599,23.5003,21.4204,24.8540
2107.1980,15.5600,38.5900,24.5400,239.8174,0.2000,4.2050,3.2037,9.3011,33.1964,40.9824,33.3141,42.1561,26.9813,19.3401,21.7164,26.4228,23.1087,21.1383,22.2193
2107.5040,15.5600,38.5900,24.5400,239.8026,0.2000,3.5222,2.7193,7.7263,30.9473,38.6076,30.6315,38.7226,27.1697,18.8730,21.7164,26.0937,22.6617,20.6044,23.9075
2107.8090,15.5600,38.5900,24.5400,239.7892,0.2000,2.9769,2.3338,6.5123,29.5550,36.4589,29.0714,37.8485,26.2525,18.3010,21.2672,25.9322,22.7294,17.7589,23.9075
2108.1150,15.5600,38.5900,24.5400,239.7757,0.1996,2.5475,2.0400,5.5146,29.2098,34.5568,26.1979,35.4965,26.4311,18.3010,20.7301,26.0201,22.4168,20.1955,23.5702
2108.4190,15.5600,38.5900,24.5400,239.8350,0.2000,2.1975,1.8016,4.6749,28.1797,33.0704,23.9718,33.5333,25.7303,18.0006,20.2729,26.1827,22.1230,17.8738,23.1582
2108.7230,15.5600,38.5900,24.5400,239.9331,0.1998,1.9226,1.6130,4.0019,25.7715,30.1464,21.4763,31.2996,24.7440,17.6362,20.2182,25.4588,21.8891,19.8018,22.8408
2109.0290,15.5600,38.5900,24.5400,240.0320,0.2000,1.6928,1.4587,3.4654,24.6343,28.2241,19.6325,28.4343,25.3932,17.4342,20.1187,25.6147,21.6598,19.2879,22.4640
2109.3330,15.5600,38.5900,24.5400,240.0783,0.2000,1.5097,1.3306,3.0116,23.4223,25.9583,17.7351,26.4564,24.6579,16.8270,19.4056,25.1523,21.3746,18.9673,22.1535
2109.6380,15.5600,38.5900,24.5400,240.0356,0.2000,1.3566,1.2244,2.6492,22.3967,23.6710,15.8514,24.2935,24.2777,16.6487,18.8656,25.7005,20.9988,18.7039,21.8618
2109.9420,15.5600,38.5900,24.5400,239.9931,0.2000,1.2299,1.1346,2.3393,20.2963,21.7520,14.2337,21.7875,23.5372,16.4355,18.8179,25.3885,20.8924,18.4934,21.5670
2110.2470,15.5600,38.5900,24.5400,239.9533,0.2000,1.1241,1.0586,2.0855,18.9335,19.3916,12.6551,19.8823,23.1766,16.2275,18.7311,24.9339,20.6826,18.1154,21.5151
2110.5520,15.5600,38.5900,24.5400,239.9454,0.2000,1.0338,0.9931,1.8786,18.1526,17.6622,11.3936,18.0266,23.5372,15.9879,18.4370,24.7858,20.2204,17.7161,20.9601
2110.8560,15.5600,38.5900,24.5400,239.9375,0.1996,0.9571,0.9366,1.6993,16.8431,15.9165,10.1695,16.2727,23.1766,15.6321,17.9031,25.0018,19.9259,17.4845,20.6879
2111.1610,15.5600,38.5900,24.5400,239.9296,0.1995,0.8915,0.8876,1.5463,15.1522,14.4169,9.1535,14.5956,22.5706,15.4088,17.4046,24.8529,19.8296,17.2585,20.3757
2111.4650,15.5600,38.5900,24.5400,240.0471,0.1996,0.8350,0.8435,1.4185,13.9245,12.7733,8.1603,13.2360,21.9829,15.1366,17.4046,24.4164,19.5459,16.9657,20.3292
2111.7710,15.5600,38.5900,24.5400,240.1964,0.2000,0.7849,0.8062,1.3095,12.9433,11.5312,7.3687,11.8166,22.5706,14.9583,17.1087,24.1335,19.2286,16.6126,19.7775
2112.0750,15.5600,38.5900,24.5400,240.3448,0.2000,0.7408,0.7713,1.2143,12.0214,10.3375,6.6297,10.6712,22.1097,14.5269,16.5756,24.3516,18.9609,16.3095,19.4481
2112.3800,15.5600,38.5900,24.5400,240.3580,0.1999,0.7027,0.7408,1.1302,11.0091,9.3151,5.9725,9.5721,21.4895,14.3915,16.1737,24.2742,18.7002,15.9815,19.2621
2112.6850,15.5600,38.5900,24.5400,240.2466,0.2000,0.6683,0.7142,1.0582,9.9154,8.3271,5.4100,8.5819,21.4895,14.4164,16.3056,23.7948,18.4007,15.7280,18.9893
2112.9890,15.5600,38.5900,24.5400,240.1357,0.2000,0.6377,0.6881,0.9936,9.1341,7.4786,4.9285,7.7015,20.8396,13.9149,15.9795,23.6472,18.1987,15.4489,18.6763
2113.2940,15.5600,38.5900,24.5400,240.0260,0.2000,0.6101,0.6653,0.9376,8.4017,6.7126,4.4765,6.9490,20.9540,13.6088,15.4552,23.4531,17.9935,15.2109,18.3807
2113.5980,15.5600,38.5900,24.5400,239.9221,0.2000,0.5855,0.6448,0.8865,7.6570,6.0287,4.0859,6.2692,20.4535,13.4626,15.0710,23.3214,17.7574,14.9797,18.0492
2113.9030,15.5600,38.5900,24.5400,239.8178,0.2004,0.5628,0.6257,0.8422,6.9667,5.4438,3.7461,5.6473,19.9183,13.2254,15.1023,20.6882,17.4173,14.7550,17.9242
2114.2080,15.5600,38.5900,24.5400,239.7134,0.1995,0.5427,0.6079,0.8013,6.3188,4.9051,3.4354,5.0980,19.7583,13.0660,14.8754,22.8085,17.3426,14.4586,17.6506
2114.5120,15.5600,38.5900,24.5400,239.7436,0.1996,0.5238,0.5916,0.7657,5.8275,4.4306,3.1616,4.6263,19.9659,12.7976,14.4643,22.6161,17.0108,14.1405,17.3024
2114.8170,15.5600,38.5900,24.5400,239.7799,0.2000,0.5069,0.5772,0.7331,5.3193,4.0070,2.9162,4.2071,19.5548,12.7737,14.2784,22.1323,16.6970,13.9659,17.0066
2115.1220,15.5600,38.5900,24.5400,239.8162,0.1992,0.4914,0.5628,0.7022,4.8414,3.6496,2.6989,3.8231,19.0196,12.3910,13.9737,21.7822,16.6281,13.7421,16.7909
2115.4270,15.5600,38.5900,24.5400,239.8080,0.2000,0.4766,0.5501,0.6747,4.4428,3.3154,2.5033,3.4850,19.3553,12.4325,13.9241,21.7822,16.2913,13.4357,16.6183
2115.7320,15.5600,38.5900,24.5400,239.7784,0.2000,0.4638,0.5377,0.6501,3.9008,3.0257,2.3301,3.1857,18.8731,12.0114,13.6118,21.5547,16.0602,13.2274,16.2768
2116.0360,15.5600,38.5900,24.5400,239.7489,0.1999,0.4509,0.5264,0.6269,3.7673,2.7663,2.1692,2.9255,18.8304,11.7986,13.2628,21.5036,15.7784,13.0052,16.0130
2116.3410,15.5600,38.5900,24.5400,239.7455,0.1998,0.4394,0.5157,0.6056,3.4525,2.5383,2.0295,2.6868,18.4624,11.7067,13.1731,21.1130,15.5004,12.8323,15.8204
2116.6460,15.5600,38.5900,24.5400,239.7824,0.2000,0.4289,0.5059,0.5863,3.1657,2.3353,1.8988,2.4728,18.4133,11.6864,13.0406,20.7929,15.2951,12.6222,15.5702
2116.9500,15.5600,38.5900,24.5400,239.8192,0.2000,0.4188,0.4960,0.5608,2.9258,2.1488,1.7811,2.2803,17.9743,11.4678,12.8060,20.2795,15.0637,5.0818,2.5166
2117.2560,15.5600,38.5900,24.5400,239.8579,0.1995,0.0650,0.1602,0.1141,0.1280,0.1239,0.1423,0.1108,0.1891,0.1324,0.1455,0.1221,0.1090,0.1010,0.1102
2117.5610,15.5600,38.5900,24.5400,239.9098,0.8758,0.0650,0.1440,0.1028,0.1005,0.1074,0.1266,0.1126,0.0989,0.0975,0.1127,0.1061,0.1015,0.0949,0.1040
2117.8660,15.5600,38.5900,24.5400,239.9616,0.8907,0.0734,0.1372,0.1032,0.0973,0.1074,0.1206,0.1149,0.0955,0.0949,0.1126,0.1055,0.1025,0.0960,0.1045
2118.1710,15.5600,38.5900,24.5400,240.0135,0.8960,0.0786,0.1342,0.1058,0.0965,0.1087,0.1182,0.1166,0.0961,0.0949,0.1145,0.1064,0.1041,0.0976,0.1051
2118.4770,15.5600,38.5900,24.5400,239.9987,0.8971,0.0821,0.1340,0.1087,0.0972,0.1109,0.1178,0.1186,0.0970,0.0952,0.1160,0.1070,0.1055,0.0988,0.1058
2118.7820,15.5600,38.5900,24.5400,239.9709,0.8970,0.0843,0.1353,0.1119,0.0983,0.1131,0.1186,0.1208,0.0978,0.0956,0.1171,0.1074,0.1064,0.1000,0.1063
2119.0870,15.5600,38.5900,24.5400,239.9432,0.8980,0.0863,0.1376,0.1150,0.0997,0.1152,0.1200,0.1233,0.0982,0.0957,0.1179,0.1078,0.1071,0.1008,0.1067
2119.3910,15.5600,38.5900,24.5400,239.9302,0.8988,0.0880,0.1397,0.1179,0.1013,0.1174,0.1214,0.1256,0.0990,0.0961,0.1184,0.1082,0.1076,0.1013,0.1067
2119.6960,15.5600,38.5900,24.5400,239.9286,0.8988,0.0896,0.1420,0.1205,0.1026,0.1193,0.1228,0.1277,0.0993,0.0962,0.1190,0.1084,0.1080,0.1018,0.1071
2120.0010,15.5600,38.5900,24.5400,239.9271,0.8990,0.0912,0.1442,0.1228,0.1040,0.1212,0.1243,0.1296,0.0997,0.0963,0.1194,0.1086,0.1084,0.1021,0.1071
2120.3050,15.5600,38.5900,24.5400,239.9350,0.8984,0.0925,0.1462,0.1249,0.1053,0.1229,0.1255,0.1313,0.1000,0.0965,0.1197,0.1088,0.1086,0.1023,0.1074
2120.6100,15.5600,38.5900,24.5400,239.9676,0.8985,0.0935,0.1479,0.1265,0.1064,0.1244,0.1266,0.1328,0.1001,0.0966,0.1199,0.1089,0.1090,0.1026,0.1074
2120.9150,15.5600,38.5900,24.5400,240.0003,0.8980,0.0947,0.1495,0.1282,0.1075,0.1258,0.1278,0.1342,0.1005,0.0966,0.1202,0.1089,0.1090,0.1030,0.1075
2121.2200,15.5600,38.5900,24.5400,240.0329,0.8990,0.0956,0.1510,0.1298,0.1083,0.1269,0.1289,0.1355,0.1006,0.0967,0.1202,0.1090,0.1093,0.1032,0.1077
2121.5250,15.5600,38.5900,24.5400,239.9577,0.8980,0.0964,0.1524,0.1310,0.1092,0.1282,0.1298,0.1368,0.1007,0.0967,0.1204,0.1089,0.1093,0.1032,0.1077
2121.8300,15.5600,38.5900,24.5400,239.8821,0.8989,0.0973,0.1534,0.1323,0.1102,0.1290,0.1308,0.1376,0.1010,0.0967,0.1204,0.1092,0.1094,0.1034,0.1077
2122.1350,15.5600,38.5900,24.5400,239.8066,0.8990,0.0414,0.1141,0.1694,0.1315,0.2140,0.2416,0.3818,0.0442,0.0515,0.0805,0.1138,0.2247,0.3395,0.3930
2122.4420,15.5600,38.5900,24.5400,239.8667,0.2159,0.6182,1.7607,2.6788,1.9487,2.8725,3.2399,4.5845,1.3170,1.5357,1.6198,2.3638,3.5052,3.7445,4.5587
2122.7460,15.5600,38.5900,24.5400,239.9786,0.2100,5.0054,12.0441,17.6681,12.3297,17.1778,18.4152,23.3950,8.3125,8.8869,7.8022,9.6341,11.8470,11.4340,13.6583
2123.0510,15.5600,38.5900,24.5400,240.0910,0.2057,20.9134,40.6776,52.8143,35.4426,48.8555,50.2138,56.1218,16.6609,17.3207,14.5175,15.6849,17.9142,16.4443,19.7336
2123.3550,15.5600,38.5900,24.5400,240.1589,0.2030,46.6139,71.9176,79.2369,54.0817,74.1951,74.8349,80.5302,21.4895,21.5150,17.5147,18.7016,20.5232,18.5321,22.3410
2123.6610,15.5600,38.5900,24.5400,240.1709,0.2030,57.7304,90.3801,86.3116,59.7396,82.5354,82.2501,87.8609,22.9007,23.0885,19.0424,20.3802,22.4831,19.4734,23.3625
2123.9660,15.5600,38.5900,24.5400,240.1829,0.2014,82.7015,88.5723,86.3116,59.7396,85.7425,83.9107,86.1372,22.8389,24.1324,20.8354,21.2816,24.0427,19.7580,24.7048
2124.2720,15.5600,38.5900,24.5400,240.1893,0.2010,88.5723,85.1632,87.0883,59.2239,84.9922,83.9107,84.4791,23.9762,24.2794,21.8949,21.8977,25.2030,20.2504,25.3123
2124.5760,15.5600,38.5900,24.5400,240.1674,0.2010,78.3034,85.9150,83.0507,59.2239,85.7425,84.8448,86.9124,25.1385,24.2124,22.0654,22.6837,26.4004,20.5572,25.6270
2124.8810,15.5600,38.5900,24.5400,240.1455,0.2009,73.1111,82.0040,82.2033,59.2239,78.9095,76.9817,80.5302,25.7303,24.2794,22.3701,23.9317,26.4004,21.2483,26.1134
2125.1860,15.5600,38.5900,24.5400,240.1236,0.2010,66.4837,75.6194,77.2091,54.5125,74.1951,73.5077,74.4318,26.1560,24.9698,23.1211,24.2100,26.5673,21.9317,26.5248
2125.4900,15.5600,38.5900,24.5400,240.1065,0.2000,61.8035,70.7619,69.8255,52.5578,72.9643,69.7912,70.1936,26.8797,24.2124,22.9926,24.7858,26.8138,22.4111,26.7903
2125.7940,15.5600,38.5900,24.5400,240.0901,0.2000,56.9784,66.0296,67.0980,49.0940,67.3691,65.9463,68.5895,27.9494,23.9217,23.1799,25.1523,27.2560,22.9111,26.9649
2126.0990,15.5600,38.5900,24.5400,240.0736,0.2000,51.8702,63.1793,65.6318,49.3902,64.4007,62.4119,64.9666,28.0407,24.0662,23.3104,25.5436,26.9859,23.4329,27.2227
2126.4040,15.5600,38.5900,24.5400,240.0406,0.2000,48.1649,60.5615,59.3023,45.4878,63.0524,60.1761,61.7820,27.6431,23.9217,23.6491,26.0201,27.2560,23.5058,27.4027
2126.7090,15.5600,38.5900,24.5400,239.9967,0.2000,45.8525,59.6617,60.1967,44.3987,59.5419,58.4678,59.1825,28.5631,24.1324,24.4861,25.7005,27.0806,23.3003,27.5019
2127.0130,15.5600,38.5900,24.5400,239.9530,0.2000,43.3495,53.7895,55.9066,43.3597,56.4626,56.0078,59.1825,28.3556,23.3600,24.1369,25.7005,27.4336,23.3003,27.9569
2127.3180,15.5600,38.5900,24.5400,239.9409,0.2000,40.6776,52.2091,54.5033,43.3597,54.7235,56.0078,58.8183,28.6584,23.2235,23.7848,25.9322,27.4336,23.1100,27.9569
2127.6230,15.5600,38.5900,24.5400,239.9974,0.2000,38.4965,48.4088,52.8143,41.6304,56.8640,54.9192,56.5207,28.1511,23.2235,23.9219,26.8533,27.0806,22.9111,28.0600
2127.9280,15.5600,38.5900,24.5400,240.0538,0.2000,37.4893,45.8525,53.8273,41.4185,55.0376,53.1112,55.0846,28.0407,23.3600,24.7778,26.4228,26.9859,22.6018,28.0600
2128.2320,15.5600,38.5900,24.5400,240.1059,0.1990,35.3279,40.5040,49.5202,40.7134,52.7357,51.1251,54.7053,28.6584,22.5518,24.4861,26.4228,26.5673,22.8532,28.4444
2128.5370,15.5600,38.5900,24.5400,240.0473,0.2000,31.8970,36.3914,47.5870,42.1043,53.6815,51.7707,54.0231,29.3030,22.2980,23.7229,26.9316,26.7363,22.5342,28.0600
2128.8420,15.5600,38.5900,24.5400,239.9888,0.2000,28.8601,32.5168,45.0994,42.5889,52.3895,49.8802,52.4174,28.4496,22.6219,24.0606,27.4597,26.0725,22.6018,27.7698
2129.1490,15.5600,38.5900,24.5400,239.9298,0.2000,25.8504,26.7632,40.6416,39.2192,49.9804,49.0116,49.9924,28.5631,21.9274,24.0606,26.5139,25.8244,22.4111,27.9569
2129.4550,15.5600,38.5900,24.5400,239.9261,0.2000,21.9111,22.3843,36.7963,38.8066,50.5620,49.0116,52.4174,28.7735,21.5150,23.5150,26.8533,26.2354,22.4781,27.4027
2129.7600,15.5600,38.5900,24.5400,239.9392,0.2000,18.7190,18.1358,33.6012,40.0709,49.1574,47.5609,50.5778,28.7735,21.3354,23.5758,27.2012,25.5951,22.6018,27.2227
2130.0640,15.5600,38.5900,24.5400,239.9522,0.2000,15.7322,14.6055,29.3967,37.6180,49.1574,45.9557,49.6787,28.0407,21.5685,23.7848,27.1055,25.2030,22.2894,26.9649
2130.3690,15.5600,38.5900,24.5400,239.9642,0.1997,13.2082,11.5386,25.0079,36.6641,48.8555,46.2396,49.1134,27.8405,20.8833,23.3822,26.6826,25.0521,22.1146,26.6179
2130.6740,15.5600,38.5900,24.5400,239.9749,0.2000,10.9579,9.1157,22.0119,37.6180,46.7486,43.5042,47.4909,28.4496,20.6641,23.2509,26.8533,24.6890,21.9317,26.2795
2130.9780,15.5600,38.5900,24.5400,239.9855,0.2000,9.0040,7.2381,18.4370,35.7879,46.5203,41.5264,47.7780,28.1511,20.1914,22.2494,26.4228,24.6097,21.6993,25.9493
2131.2830,15.5600,38.5900,24.5400,240.0022,0.2000,7.3991,5.7878,15.5155,34.4447,45.7605,39.8947,45.9702,27.3606,20.0881,22.1300,26.4228,24.0427,21.7622,22.0338
2131.5880,15.5600,38.5900,24.5400,240.0428,0.1991,6.0960,4.7032,13.1287,33.8093,43.7002,37.6695,43.6371,27.5542,19.7842,22.4920,26.6826,23.6948,21.3593,25.2278
2131.8920,15.5600,38.5900,24.5400,240.0832,0.2000,5.0331,3.8488,10.9868,33.8093,42.1858,35.8181,42.5746,26.9813,19.1506,21.8316,26.7599,23.3684,21.1383,24.7048
2132.1970,15.5600,38.5900,24.5400,240.1238,0.2000,4.1845,3.2133,9.1847,31.8810,39.6770,33.1642,41.7456,27.1697,19.0572,21.1577,26.0201,23.2970,20.8730,24.4114
2132.5020,15.5600,38.5900,24.5400,240.0565,0.2000,3.5177,2.7224,7.3237,30.1786,37.2662,29.9435,38.0325,26.3334,18.7411,23.9974,25.8594,22.4831,20.3516,23.7065
2132.8950,15.5600,38.5900,24.5400,239.9578,0.2002,2.8454,2.2479,6.1715,32.3167,35.2569,27.1938,35.9328,26.3334,18.2153,20.7301,26.0201,22.1230,20.0506,23.4354
2133.2000,15.5600,38.5900,24.5400,239.8813,0.2000,2.4269,1.9713,5.2052,27.9625,32.9541,24.8795,33.9237,26.6951,18.0462,20.3187,25.7725,22.1230,19.7580,22.8990
2133.5050,15.5600,38.5900,24.5400,239.8689,0.2000,2.1014,1.7457,4.4323,26.0590,31.8329,23.2003,32.3678,24.9033,17.7981,20.2182,25.6147,21.9418,19.5160,22.9691
2133.8100,15.5600,38.5900,24.5400,239.8613,0.1990,1.8411,1.5649,3.7002,25.4084,29.0000,20.7890,29.6382,24.8162,17.6362,20.2729,25.6147,21.6598,19.1469,22.6452
2134.1150,15.5600,38.5900,24.5400,239.8537,0.2000,1.6288,1.4188,3.2957,23.9772,27.0534,18.7244,27.5010,24.8162,17.0500,19.3135,25.0837,21.7115,18.8787,22.2193
2134.4190,15.5600,38.4870,24.5400,239.8668,0.2000,1.4554,1.2976,2.8413,22.5379,24.3761,16.7599,25.4150,24.3473,16.7937,18.8656,25.0837,21.1555,18.7039,21.9153
2134.7240,15.5600,38.3284,24.5400,239.8912,0.2000,1.3128,1.1965,2.5364,21.3258,22.5159,14.9718,22.8192,23.7481,16.7209,19.1729,25.4588,20.6826,18.4473,21.6295
2135.0290,15.5600,38.1698,24.5400,239.9156,0.2000,1.1927,1.1127,2.2483,19.4550,20.1011,13.3398,20.4344,24.0441,16.5060,16.2754,24.9339,20.3753,17.8738,21.1788
2135.3350,15.5600,38.0700,24.5400,239.9349,0.2000,1.0928,1.0374,2.0056,18.1526,18.0554,11.9155,18.7404,23.9762,15.8915,18.0631,24.6394,20.1213,17.6031,20.7457
2135.6400,15.5600,38.0700,24.5400,239.9452,0.2000,1.0067,0.9750,1.8063,16.8431,16.5060,10.6713,17.0018,23.1134,15.6612,17.5563,24.5603,19.9789,17.2585,20.4788
2135.9440,15.5600,38.0700,24.5400,239.9556,0.1992,0.9342,0.9203,1.6372,15.5233,14.8795,9.5659,15.1558,22.6311,15.4712,17.5911,24.5603,19.6396,17.0777,20.3757
2136.2500,15.5600,38.0700,24.5400,239.9628,0.2000,0.8705,0.8728,1.4978,14.4198,13.3868,8.6430,13.6795,22.3674,13.6088,17.5563,24.4947,19.5969,16.8227,20.1725
2136.5540,15.5600,38.0700,24.5400,239.9394,0.2000,0.8152,0.8309,1.3780,13.4027,11.9622,7.7433,12.3706,22.2378,14.8416,17.0362,24.6394,19.3610,16.5436,19.8305
2136.8590,15.5600,38.0700,24.5400,239.9159,0.2000,0.7679,0.7944,1.2709,12.1718,10.7499,6.9380,11.1585,22.3674,14.5827,16.7139,24.2742,19.0493,16.2068,19.5855
2137.1640,15.5600,38.0700,24.5400,239.8924,0.2000,0.2753,0.3077,0.2022,0.4642,0.3404,0.2857,0.2323,1.4411,0.3740,0.4043,0.1789,0.1375,0.1211,0.1261
2137.4680,15.5600,38.0700,24.5400,239.8981,0.8621,0.0633,0.1543,0.1103,0.1160,0.1220,0.1399,0.1198,0.1063,0.1017,0.1186,0.1088,0.1035,0.0968,0.1062
2137.7730,15.5600,38.0700,24.5400,239.9106,0.8886,0.0699,0.1439,0.1060,0.1025,0.1125,0.1274,0.1179,0.0973,0.0962,0.1142,0.1062,0.1032,0.0968,0.1054
2138.0780,15.5600,38.0700,24.5400,239.9231,0.8950,0.0761,0.1387,0.1068,0.0995,0.1118,0.1229,0.1190,0.0971,0.0957,0.1153,0.1067,0.1045,0.0981,0.1058
2138.3840,15.5600,38.0700,24.5400,239.9042,0.8970,0.0801,0.1370,0.1092,0.0992,0.1129,0.1214,0.1205,0.0978,0.0960,0.1165,0.1073,0.1058,0.0993,0.1062
2138.6900,15.5600,38.0700,24.5400,239.8578,0.8981,0.0833,0.1376,0.1122,0.1000,0.1146,0.1214,0.1224,0.0984,0.0961,0.1175,0.1078,0.1067,0.1002,0.1066
2138.9950,15.5600,38.0700,24.5400,239.8115,0.8980,0.0855,0.1392,0.1153,0.1011,0.1165,0.1221,0.1245,0.0989,0.0962,0.1182,0.1082,0.1075,0.1010,0.1070
2139.2990,15.5600,38.1105,24.5400,239.7906,0.8983,0.0874,0.1409,0.1179,0.1024,0.1182,0.1232,0.1266,0.0995,0.0963,0.1188,0.1085,0.1079,0.1014,0.1072
2139.6040,15.5600,38.2690,24.5400,239.8433,0.8986,0.0891,0.1430,0.1205,0.1037,0.1201,0.1245,0.1287,0.0998,0.0966,0.1193,0.1086,0.1082,0.1019,0.1074
2139.9090,15.5600,38.4274,24.5400,239.8960,0.8985,0.0906,0.1450,0.1228,0.1049,0.1220,0.1257,0.1305,0.1001,0.0967,0.1197,0.1088,0.1086,0.1023,0.1075
2140.2140,15.5600,38.5858,24.5400,239.9486,0.8986,0.0921,0.1468,0.1249,0.1060,0.1236,0.1269,0.1319,0.1005,0.0968,0.1198,0.1089,0.1090,0.1026,0.1075
2140.5180,15.5600,38.5896,24.5400,239.9211,0.8990,0.0933,0.1485,0.1268,0.1071,0.1251,0.1278,0.1335,0.1006,0.0968,0.1201,0.1089,0.1090,0.1030,0.1078
